flight_date,departure_scheduled,departure_estimated,airline_name,flight_number,flight_iata,flight_icao,flight_status,departure_airport,departure_iata,departure_icao,departure_terminal,arrival_airport,arrival_iata,arrival_icao,arrival_scheduled,arrival_estimated
8/27/2021,2021-08-27T01:25:00+00:00,2021-08-27T01:25:00+00:00,SF Airlines,7303,O37303,CSS7303,scheduled,Shenzhen,SZX,ZGSZ,NA,Hangzhou,HGH,ZSHC,2021-08-27T03:30:00+00:00,2021-08-27T03:30:00+00:00
8/27/2021,2021-08-27T01:25:00+00:00,2021-08-27T01:25:00+00:00,SF Airlines,6888,O36888,CSS6888,scheduled,Shenzhen,SZX,ZGSZ,NA,Hangzhou,HGH,ZSHC,2021-08-27T03:25:00+00:00,2021-08-27T03:25:00+00:00
8/27/2021,2021-08-27T01:10:00+00:00,2021-08-27T01:10:00+00:00,SF Airlines,7355,O37355,CSS7355,scheduled,Shenzhen,SZX,ZGSZ,NA,Ninoy Aquino International,MNL,RPLL,2021-08-27T07:40:00+00:00,2021-08-27T07:40:00+00:00
8/27/2021,2021-08-27T01:30:00+00:00,2021-08-27T01:30:00+00:00,Air New Zealand,3302,NZ3302,ANZ3302,scheduled,Singapore Changi,SIN,WSSS,3,Manchester Airport,MAN,EGCC,2021-08-27T08:15:00+00:00,2021-08-27T08:15:00+00:00
8/27/2021,2021-08-27T00:15:00+00:00,2021-08-27T00:15:00+00:00,Suparna Airlines,7919,Y87919,YZR7919,scheduled,Tianjin Binhai International,TSN,ZBTJ,NA,Hangzhou,HGH,ZSHC,2021-08-27T02:15:00+00:00,2021-08-27T02:15:00+00:00
8/27/2021,2021-08-27T00:05:00+00:00,2021-08-27T00:05:00+00:00,American Airlines,8933,AA8933,AAL8933,scheduled,Hong Kong International,HKG,VHHH,1,Los Angeles International,LAX,KLAX,2021-08-26T22:35:00+00:00,2021-08-26T22:35:00+00:00
8/27/2021,2021-08-27T01:10:00+00:00,2021-08-27T01:10:00+00:00,Qantas,7412,QF7412,QFA7412,scheduled,Kingsford Smith,SYD,YSSY,NA,Brisbane International,BNE,YBBN,2021-08-27T03:25:00+00:00,2021-08-27T03:25:00+00:00
8/27/2021,2021-08-27T01:05:00+00:00,2021-08-27T01:05:00+00:00,SF Airlines,6919,O36919,CSS6919,scheduled,Haikou,HAK,ZJHK,NA,Shenzhen,SZX,ZGSZ,2021-08-27T02:20:00+00:00,2021-08-27T02:20:00+00:00
8/27/2021,2021-08-27T00:05:00+00:00,2021-08-27T00:05:00+00:00,SF Airlines,7197,O37197,CSS7197,scheduled,Guiyang,KWE,ZUGY,NA,Hangzhou,HGH,ZSHC,2021-08-27T02:20:00+00:00,2021-08-27T02:20:00+00:00
8/27/2021,2021-08-27T00:10:00+00:00,2021-08-27T00:10:00+00:00,YTO Cargo Airlines,9035,YG9035,HYT9035,scheduled,Yantai,YNT,ZSYT,NA,Kansai International,KIX,RJBB,2021-08-27T04:40:00+00:00,2021-08-27T04:40:00+00:00
8/27/2021,2021-08-27T04:10:00+00:00,2021-08-27T04:10:00+00:00,Qantas,7523,QF7523,QFA7523,scheduled,Auckland International,AKL,NZAA,NA,Christchurch International,CHC,NZCH,2021-08-27T05:25:00+00:00,2021-08-27T05:25:00+00:00
8/27/2021,2021-08-27T00:50:00+00:00,2021-08-27T00:50:00+00:00,SF Airlines,6849,O36849,CSS6849,scheduled,Lishe International Airport,NGB,ZSNB,NA,Guangzhou Baiyun International,CAN,ZGGG,2021-08-27T03:00:00+00:00,2021-08-27T03:00:00+00:00
8/27/2021,2021-08-27T00:40:00+00:00,2021-08-27T00:40:00+00:00,SF Airlines,6862,O36862,CSS6862,scheduled,Lishe International Airport,NGB,ZSNB,NA,Shenzhen,SZX,ZGSZ,2021-08-27T02:50:00+00:00,2021-08-27T02:50:00+00:00
8/27/2021,2021-08-27T01:05:00+00:00,2021-08-27T01:05:00+00:00,SF Airlines,7077,O37077,CSS7077,scheduled,NA,NTG,ZSNT,NA,Tianjin Binhai International,TSN,ZBTJ,2021-08-27T03:00:00+00:00,2021-08-27T03:00:00+00:00
8/27/2021,2021-08-27T00:20:00+00:00,2021-08-27T00:20:00+00:00,SF Airlines,7197,O37197,CSS7197,scheduled,NA,NTG,ZSNT,NA,Shenzhen,SZX,ZGSZ,2021-08-27T03:00:00+00:00,2021-08-27T03:00:00+00:00
8/27/2021,2021-08-27T00:45:00+00:00,2021-08-27T00:45:00+00:00,Singapore Airlines,255,SQ255,SIA255,scheduled,Singapore Changi,SIN,WSSS,3,Brisbane International,BNE,YBBN,2021-08-27T10:20:00+00:00,2021-08-27T10:20:00+00:00
8/27/2021,2021-08-27T00:45:00+00:00,2021-08-27T00:45:00+00:00,Vistara,8255,UK8255,VTI8255,scheduled,Singapore Changi,SIN,WSSS,3,Brisbane International,BNE,YBBN,2021-08-27T10:20:00+00:00,2021-08-27T10:20:00+00:00
8/27/2021,2021-08-27T00:45:00+00:00,2021-08-27T00:45:00+00:00,Turkish Airlines,9330,TK9330,THY9330,scheduled,Singapore Changi,SIN,WSSS,3,Brisbane International,BNE,YBBN,2021-08-27T10:20:00+00:00,2021-08-27T10:20:00+00:00
8/27/2021,2021-08-27T00:30:00+00:00,2021-08-27T00:30:00+00:00,Singapore Airlines,352,SQ352,SIA352,scheduled,Singapore Changi,SIN,WSSS,3,Kastrup,CPH,EKCH,2021-08-27T06:55:00+00:00,2021-08-27T06:55:00+00:00
8/27/2021,2021-08-27T00:30:00+00:00,2021-08-27T00:30:00+00:00,SAS,8000,SK8000,SAS8000,scheduled,Singapore Changi,SIN,WSSS,3,Kastrup,CPH,EKCH,2021-08-27T06:55:00+00:00,2021-08-27T06:55:00+00:00
8/27/2021,2021-08-27T00:30:00+00:00,2021-08-27T00:30:00+00:00,Croatia Airlines,5807,OU5807,CTN5807,scheduled,Singapore Changi,SIN,WSSS,3,Kastrup,CPH,EKCH,2021-08-27T06:55:00+00:00,2021-08-27T06:55:00+00:00
8/27/2021,2021-08-27T00:30:00+00:00,2021-08-27T00:30:00+00:00,Air New Zealand,3352,NZ3352,ANZ3352,scheduled,Singapore Changi,SIN,WSSS,3,Kastrup,CPH,EKCH,2021-08-27T06:55:00+00:00,2021-08-27T06:55:00+00:00
8/27/2021,2021-08-27T00:30:00+00:00,2021-08-27T00:30:00+00:00,Singapore Airlines,328,SQ328,SIA328,scheduled,Singapore Changi,SIN,WSSS,3,Franz Josef Strauss,MUC,EDDM,2021-08-27T06:55:00+00:00,2021-08-27T06:55:00+00:00
8/27/2021,2021-08-27T00:30:00+00:00,2021-08-27T00:30:00+00:00,Croatia Airlines,5813,OU5813,CTN5813,scheduled,Singapore Changi,SIN,WSSS,3,Franz Josef Strauss,MUC,EDDM,2021-08-27T06:55:00+00:00,2021-08-27T06:55:00+00:00
8/27/2021,2021-08-27T00:30:00+00:00,2021-08-27T00:30:00+00:00,Air New Zealand,3328,NZ3328,ANZ3328,scheduled,Singapore Changi,SIN,WSSS,3,Franz Josef Strauss,MUC,EDDM,2021-08-27T06:55:00+00:00,2021-08-27T06:55:00+00:00
8/27/2021,2021-08-27T00:30:00+00:00,2021-08-27T00:30:00+00:00,Lufthansa,9791,LH9791,DLH9791,scheduled,Singapore Changi,SIN,WSSS,3,Franz Josef Strauss,MUC,EDDM,2021-08-27T06:55:00+00:00,2021-08-27T06:55:00+00:00
8/27/2021,2021-08-27T00:30:00+00:00,2021-08-27T00:30:00+00:00,Aegean Airlines,1207,A31207,AEE1207,scheduled,Singapore Changi,SIN,WSSS,3,Franz Josef Strauss,MUC,EDDM,2021-08-27T06:55:00+00:00,2021-08-27T06:55:00+00:00
8/27/2021,2021-08-27T00:15:00+00:00,2021-08-27T00:15:00+00:00,Singapore Airlines,336,SQ336,SIA336,scheduled,Singapore Changi,SIN,WSSS,3,Charles De Gaulle,CDG,LFPG,2021-08-27T07:35:00+00:00,2021-08-27T07:35:00+00:00
8/27/2021,2021-08-27T00:10:00+00:00,2021-08-27T00:10:00+00:00,Suparna Airlines,7432,Y87432,YZR7432,scheduled,Singapore Changi,SIN,WSSS,NA,Shanghai Pudong International,PVG,ZSPD,2021-08-27T05:40:00+00:00,2021-08-27T05:40:00+00:00
8/27/2021,2021-08-27T01:05:00+00:00,2021-08-27T01:05:00+00:00,Central Airlines,9871,I99871,HLF9871,scheduled,Zhengzhou,CGO,ZHCC,NA,Lianshui,HIA,ZSSH,2021-08-27T02:35:00+00:00,2021-08-27T02:35:00+00:00
8/27/2021,2021-08-27T01:00:00+00:00,2021-08-27T01:00:00+00:00,Central Airlines,9865,I99865,HLF9865,scheduled,Zhengzhou,CGO,ZHCC,NA,Shenzhen,SZX,ZGSZ,2021-08-27T03:30:00+00:00,2021-08-27T03:30:00+00:00
8/27/2021,2021-08-27T01:00:00+00:00,2021-08-27T01:00:00+00:00,Longhao Airlines,4101,GI4101,LHA4101,scheduled,Zhengzhou,CGO,ZHCC,NA,Jinan,TNA,ZSJN,2021-08-27T02:10:00+00:00,2021-08-27T02:10:00+00:00
8/27/2021,2021-08-27T01:00:00+00:00,2021-08-27T01:00:00+00:00,Longhao Airlines,4039,GI4039,LHA4039,scheduled,Zhengzhou,CGO,ZHCC,NA,Ninoy Aquino International,MNL,RPLL,2021-08-27T04:00:00+00:00,2021-08-27T04:00:00+00:00
8/27/2021,2021-08-27T01:00:00+00:00,2021-08-27T01:00:00+00:00,China Postal Airlines,9091,CF9091,CYZ9091,scheduled,Zhengzhou,CGO,ZHCC,NA,Nanjing Lukou International Airport,NKG,ZSNJ,2021-08-27T02:30:00+00:00,2021-08-27T02:30:00+00:00
8/27/2021,2021-08-27T00:15:00+00:00,2021-08-27T00:15:00+00:00,Longhao Airlines,4213,GI4213,LHA4213,scheduled,Zhengzhou,CGO,ZHCC,NA,Hangzhou,HGH,ZSHC,2021-08-27T02:00:00+00:00,2021-08-27T02:00:00+00:00
8/27/2021,2021-08-27T00:15:00+00:00,2021-08-27T00:15:00+00:00,SF Airlines,6927,O36927,CSS6927,scheduled,Zhengzhou,CGO,ZHCC,NA,Hangzhou,HGH,ZSHC,2021-08-27T01:50:00+00:00,2021-08-27T01:50:00+00:00
8/27/2021,2021-08-27T00:15:00+00:00,2021-08-27T00:15:00+00:00,Air Horizont,3809,HT3809,HAT3809,scheduled,Zhengzhou,CGO,ZHCC,NA,Nanchang,KHN,ZSCN,2021-08-27T01:45:00+00:00,2021-08-27T01:45:00+00:00
8/27/2021,2021-08-27T01:00:00+00:00,2021-08-27T01:00:00+00:00,YTO Cargo Airlines,9138,YG9138,HYT9138,scheduled,Kuala Lumpur International Airport (klia),KUL,WMKK,NA,Kunming,KMG,ZPPP,2021-08-27T04:55:00+00:00,2021-08-27T04:55:00+00:00
8/27/2021,2021-08-27T01:00:00+00:00,2021-08-27T01:00:00+00:00,YTO Cargo Airlines,9116,YG9116,HYT9116,scheduled,Kuala Lumpur International Airport (klia),KUL,WMKK,NA,Nanning,NNG,ZGNN,2021-08-27T05:55:00+00:00,2021-08-27T05:55:00+00:00
8/27/2021,2021-08-27T02:00:00+00:00,2021-08-27T02:00:00+00:00,SF Airlines,6930,O36930,CSS6930,scheduled,Jinjiang,JJN,ZSQZ,NA,Wuxi,WUX,ZSWX,2021-08-27T03:40:00+00:00,2021-08-27T03:40:00+00:00
8/27/2021,2021-08-27T00:05:00+00:00,2021-08-27T00:05:00+00:00,China Southern Airlines,8181,CZ8181,CSN8181,scheduled,Shenzhen,SZX,ZGSZ,NA,Jomo Kenyatta International,NBO,HKJK,2021-08-27T06:25:00+00:00,2021-08-27T06:25:00+00:00
8/27/2021,2021-08-27T00:05:00+00:00,2021-08-27T00:05:00+00:00,Longhao Airlines,4017,GI4017,LHA4017,scheduled,Jinjiang,JJN,ZSQZ,NA,Hangzhou,HGH,ZSHC,2021-08-27T01:30:00+00:00,2021-08-27T01:30:00+00:00
8/27/2021,2021-08-27T00:25:00+00:00,2021-08-27T00:25:00+00:00,China Eastern Airlines,5904,MU5904,CES5904,scheduled,NA,JHG,ZPJH,NA,Kunming,KMG,ZPPP,2021-08-27T01:25:00+00:00,2021-08-27T01:25:00+00:00
8/27/2021,2021-08-27T02:20:00+00:00,2021-08-27T02:20:00+00:00,Aeroflot,5616,SU5616,AFL5616,scheduled,Vladivostok,VVO,UHWW,NA,Petropavlovsk-Kamchatsky,PKC,UHPP,2021-08-27T07:30:00+00:00,2021-08-27T07:30:00+00:00
8/27/2021,2021-08-27T00:45:00+00:00,2021-08-27T00:45:00+00:00,Shenzhen Airlines,5378,ZH5378,CSZ5378,scheduled,NA,JHG,ZPJH,NA,Kunming,KMG,ZPPP,2021-08-27T01:50:00+00:00,2021-08-27T01:50:00+00:00
8/27/2021,2021-08-27T00:45:00+00:00,2021-08-27T00:45:00+00:00,China Express Air,8782,G58782,HXA8782,scheduled,NA,JHG,ZPJH,NA,Kunming,KMG,ZPPP,2021-08-27T01:50:00+00:00,2021-08-27T01:50:00+00:00
8/27/2021,2021-08-27T00:05:00+00:00,2021-08-27T00:05:00+00:00,Cathay Pacific,3165,CX3165,CPA3165,scheduled,Hong Kong International,HKG,VHHH,NA,NA,DWC,OMDW,2021-08-27T04:10:00+00:00,2021-08-27T04:10:00+00:00
8/27/2021,2021-08-27T00:05:00+00:00,2021-08-27T00:05:00+00:00,Cathay Pacific,880,CX880,CPA880,scheduled,Hong Kong International,HKG,VHHH,1,Los Angeles International,LAX,KLAX,2021-08-26T22:35:00+00:00,2021-08-26T22:35:00+00:00
8/27/2021,2021-08-27T00:05:00+00:00,2021-08-27T00:05:00+00:00,Malaysia Airlines,9190,MH9190,MAS9190,scheduled,Hong Kong International,HKG,VHHH,1,Los Angeles International,LAX,KLAX,2021-08-26T22:35:00+00:00,2021-08-26T22:35:00+00:00
8/27/2021,2021-08-27T06:00:00+00:00,2021-08-27T06:00:00+00:00,EVA Air,3300,BR3300,EVA3300,cancelled,Wellington International,WLG,NZWN,NA,Auckland International,AKL,NZAA,2021-08-27T07:05:00+00:00,2021-08-27T07:05:00+00:00
8/27/2021,2021-08-27T06:00:00+00:00,2021-08-27T06:00:00+00:00,Etihad Airways,4518,EY4518,ETD4518,cancelled,Wellington International,WLG,NZWN,NA,Auckland International,AKL,NZAA,2021-08-27T07:05:00+00:00,2021-08-27T07:05:00+00:00
8/27/2021,2021-08-27T06:00:00+00:00,2021-08-27T06:00:00+00:00,Qantas,8534,QF8534,QFA8534,cancelled,Wellington International,WLG,NZWN,NA,Auckland International,AKL,NZAA,2021-08-27T07:05:00+00:00,2021-08-27T07:05:00+00:00
8/27/2021,2021-08-27T00:30:00+00:00,2021-08-27T00:30:00+00:00,SF Airlines,6965,O36965,CSS6965,scheduled,Nanchang,KHN,ZSCN,NA,Shenzhen,SZX,ZGSZ,2021-08-27T02:15:00+00:00,2021-08-27T02:15:00+00:00
8/27/2021,2021-08-27T00:15:00+00:00,2021-08-27T00:15:00+00:00,Nordic Regional Airlines,221,N7221,FCM221,scheduled,Penang International,PEN,WMKP,NA,Singapore Changi,SIN,WSSS,2021-08-27T01:45:00+00:00,2021-08-27T01:45:00+00:00
8/27/2021,2021-08-27T00:05:00+00:00,2021-08-27T00:05:00+00:00,Air Horizont,3811,HT3811,HAT3811,scheduled,Weihai,WEH,ZSWH,NA,Kansai International,KIX,RJBB,2021-08-27T03:55:00+00:00,2021-08-27T03:55:00+00:00
8/27/2021,2021-08-27T00:45:00+00:00,2021-08-27T00:45:00+00:00,Polar Air Cargo,211,PO211,PAC211,scheduled,Chu-Bu Centrair International (Central Japan International),NGO,RJGG,NA,Shanghai Pudong International,PVG,ZSPD,2021-08-27T02:20:00+00:00,2021-08-27T02:20:00+00:00
8/27/2021,2021-08-27T01:00:00+00:00,2021-08-27T01:00:00+00:00,SF Airlines,7138,O37138,CSS7138,scheduled,Lianshui,HIA,ZSSH,NA,Fuzhou,FOC,ZSFZ,2021-08-27T02:45:00+00:00,2021-08-27T02:45:00+00:00
8/27/2021,2021-08-27T00:05:00+00:00,2021-08-27T00:05:00+00:00,SF Airlines,6877,O36877,CSS6877,scheduled,Xiamen,XMN,ZSAM,NA,Hangzhou,HGH,ZSHC,2021-08-27T01:35:00+00:00,2021-08-27T01:35:00+00:00
8/27/2021,2021-08-27T00:05:00+00:00,2021-08-27T00:05:00+00:00,SF Airlines,6995,O36995,CSS6995,scheduled,Xiamen,XMN,ZSAM,NA,Hangzhou,HGH,ZSHC,2021-08-27T01:40:00+00:00,2021-08-27T01:40:00+00:00
8/27/2021,2021-08-27T00:05:00+00:00,2021-08-27T00:05:00+00:00,YTO Cargo Airlines,9026,YG9026,HYT9026,scheduled,Ninoy Aquino International,MNL,RPLL,NA,Changsha,CSX,ZGHA,2021-08-27T02:10:00+00:00,2021-08-27T02:10:00+00:00
8/27/2021,2021-08-27T03:55:00+00:00,2021-08-27T03:55:00+00:00,Qantas,7332,QF7332,QFA7332,scheduled,Brisbane International,BNE,YBBN,NA,Townsville International,TSV,YBTL,2021-08-27T06:00:00+00:00,2021-08-27T06:00:00+00:00
8/27/2021,2021-08-27T03:15:00+00:00,2021-08-27T03:15:00+00:00,Qantas,7367,QF7367,QFA7367,scheduled,Launceston,LST,YMLT,NA,Hobart,HBA,YMHB,2021-08-27T03:45:00+00:00,2021-08-27T03:45:00+00:00
8/27/2021,2021-08-27T01:00:00+00:00,2021-08-27T01:00:00+00:00,Emirates,395,EK395,UAE395,scheduled,Noibai International,HAN,VVNB,2,Dubai,DXB,OMDB,2021-08-27T04:35:00+00:00,2021-08-27T04:35:00+00:00
8/27/2021,2021-08-27T00:20:00+00:00,2021-08-27T00:20:00+00:00,Loong Air,8870,GJ8870,CDC8870,scheduled,Noibai International,HAN,VVNB,NA,Shenzhen,SZX,ZGSZ,2021-08-27T02:20:00+00:00,2021-08-27T02:20:00+00:00
8/27/2021,2021-08-27T00:05:00+00:00,2021-08-27T00:05:00+00:00,KLM,891,KL891,KLM891,scheduled,Seoul (Incheon),ICN,RKSI,NA,Beijing Capital International,PEK,ZBAA,2021-08-27T01:10:00+00:00,2021-08-27T01:10:00+00:00
8/27/2021,2021-08-27T03:00:00+00:00,2021-08-27T03:00:00+00:00,Qantas,7416,QF7416,QFA7416,scheduled,Brisbane International,BNE,YBBN,NA,Rockhampton,ROK,YBRK,2021-08-27T04:30:00+00:00,2021-08-27T04:30:00+00:00
8/27/2021,2021-08-27T01:45:00+00:00,2021-08-27T01:45:00+00:00,Polar Air Cargo,224,PO224,PAC224,scheduled,Chu-Bu Centrair International (Central Japan International),NGO,RJGG,NA,Seoul (Incheon),ICN,RKSI,2021-08-27T03:35:00+00:00,2021-08-27T03:35:00+00:00
8/27/2021,2021-08-27T00:30:00+00:00,2021-08-27T00:30:00+00:00,YTO Cargo Airlines,9007,YG9007,HYT9007,scheduled,Daguocun,SJW,ZBSJ,NA,Lianshui,HIA,ZSSH,2021-08-27T01:55:00+00:00,2021-08-27T01:55:00+00:00
8/27/2021,2021-08-27T00:25:00+00:00,2021-08-27T00:25:00+00:00,China Postal Airlines,9005,CF9005,CYZ9005,scheduled,Daguocun,SJW,ZBSJ,NA,Nanjing Lukou International Airport,NKG,ZSNJ,2021-08-27T02:10:00+00:00,2021-08-27T02:10:00+00:00
8/27/2021,2021-08-27T00:10:00+00:00,2021-08-27T00:10:00+00:00,YTO Cargo Airlines,9019,YG9019,HYT9019,scheduled,Daguocun,SJW,ZBSJ,NA,Hangzhou,HGH,ZSHC,2021-08-27T02:10:00+00:00,2021-08-27T02:10:00+00:00
8/27/2021,2021-08-27T02:05:00+00:00,2021-08-27T02:05:00+00:00,Air Horizont,3813,HT3813,HAT3813,scheduled,Weihai,WEH,ZSWH,NA,Seoul (Incheon),ICN,RKSI,2021-08-27T03:55:00+00:00,2021-08-27T03:55:00+00:00
8/27/2021,2021-08-27T02:05:00+00:00,2021-08-27T02:05:00+00:00,Cathay Pacific,844,CX844,CPA844,scheduled,Hong Kong International,HKG,VHHH,1,John F Kennedy International,JFK,KJFK,2021-08-27T06:00:00+00:00,2021-08-27T06:00:00+00:00
8/27/2021,2021-08-27T02:05:00+00:00,2021-08-27T02:05:00+00:00,Malaysia Airlines,9210,MH9210,MAS9210,scheduled,Hong Kong International,HKG,VHHH,1,John F Kennedy International,JFK,KJFK,2021-08-27T06:00:00+00:00,2021-08-27T06:00:00+00:00
8/27/2021,2021-08-27T01:55:00+00:00,2021-08-27T01:55:00+00:00,El Al,76,LY76,ELY76,scheduled,Hong Kong International,HKG,VHHH,1,Ben Gurion International,TLV,LLBG,2021-08-27T08:10:00+00:00,2021-08-27T08:10:00+00:00
8/27/2021,2021-08-27T01:20:00+00:00,2021-08-27T01:20:00+00:00,Polar Air Cargo,96,PO96,PAC96,scheduled,Hong Kong International,HKG,VHHH,NA,Seoul (Incheon),ICN,RKSI,2021-08-27T05:55:00+00:00,2021-08-27T05:55:00+00:00
8/27/2021,2021-08-27T01:15:00+00:00,2021-08-27T01:15:00+00:00,Cathay Pacific,675,CX675,CPA675,scheduled,Hong Kong International,HKG,VHHH,1,Ben Gurion International,TLV,LLBG,2021-08-27T07:45:00+00:00,2021-08-27T07:45:00+00:00
8/27/2021,2021-08-27T00:25:00+00:00,2021-08-27T00:25:00+00:00,SF Airlines,7057,O37057,CSS7057,scheduled,Changsha,CSX,ZGHA,NA,Tan Son Nhat International,SGN,VVTS,2021-08-27T03:05:00+00:00,2021-08-27T03:05:00+00:00
8/27/2021,2021-08-27T00:35:00+00:00,2021-08-27T00:35:00+00:00,Qantas,839,QF839,QFA839,scheduled,Darwin,DRW,YPDN,NA,Tullamarine,MEL,YMML,2021-08-27T05:15:00+00:00,2021-08-27T05:15:00+00:00
8/27/2021,2021-08-27T00:35:00+00:00,2021-08-27T00:35:00+00:00,China Eastern Airlines,4216,MU4216,CES4216,scheduled,Darwin,DRW,YPDN,NA,Tullamarine,MEL,YMML,2021-08-27T05:15:00+00:00,2021-08-27T05:15:00+00:00
8/27/2021,2021-08-27T00:35:00+00:00,2021-08-27T00:35:00+00:00,Air New Zealand,7839,NZ7839,ANZ7839,scheduled,Darwin,DRW,YPDN,NA,Tullamarine,MEL,YMML,2021-08-27T05:15:00+00:00,2021-08-27T05:15:00+00:00
8/27/2021,2021-08-27T06:00:00+00:00,2021-08-27T06:00:00+00:00,Air New Zealand,8064,NZ8064,ANZ8064,cancelled,Nelson,NSN,NZNS,NA,Auckland International,AKL,NZAA,2021-08-27T07:25:00+00:00,2021-08-27T07:25:00+00:00
8/27/2021,2021-08-27T02:30:00+00:00,2021-08-27T02:30:00+00:00,YTO Cargo Airlines,9106,YG9106,HYT9106,scheduled,Narita International Airport,NRT,RJAA,NA,Hangzhou,HGH,ZSHC,2021-08-27T04:50:00+00:00,2021-08-27T04:50:00+00:00
8/27/2021,2021-08-27T06:00:00+00:00,2021-08-27T06:00:00+00:00,Qantas,8475,QF8475,QFA8475,cancelled,Nelson,NSN,NZNS,NA,Auckland International,AKL,NZAA,2021-08-27T07:25:00+00:00,2021-08-27T07:25:00+00:00
8/27/2021,2021-08-27T03:45:00+00:00,2021-08-27T03:45:00+00:00,Qantas,7443,QF7443,QFA7443,scheduled,Kingsford Smith,SYD,YSSY,NA,Gold Coast (coolangatta),OOL,YBCG,2021-08-27T05:05:00+00:00,2021-08-27T05:05:00+00:00
8/27/2021,2021-08-27T03:15:00+00:00,2021-08-27T03:15:00+00:00,Qantas,7448,QF7448,QFA7448,scheduled,Kingsford Smith,SYD,YSSY,NA,Adelaide International Airport,ADL,YPAD,2021-08-27T05:00:00+00:00,2021-08-27T05:00:00+00:00
8/28/2021,2021-08-28T13:00:00+00:00,2021-08-28T13:00:00+00:00,Air New Zealand,5009,NZ5009,ANZ5009,cancelled,Auckland International,AKL,NZAA,D,Hawkes Bay,NPE,NZNR,2021-08-27T14:05:00+00:00,2021-08-27T14:05:00+00:00
8/27/2021,2021-08-27T00:20:00+00:00,2021-08-27T00:20:00+00:00,Ruili Airlines,5324,DR5324,RLH5324,active,Chongqing Jiangbei International,CKG,ZUCK,NA,Kunming,KMG,ZPPP,2021-08-27T01:50:00+00:00,2021-08-27T01:50:00+00:00
8/27/2021,2021-08-27T06:35:00+00:00,2021-08-27T06:35:00+00:00,Qantas,7321,QF7321,QFA7321,scheduled,Townsville International,TSV,YBTL,NA,Cairns,CNS,YBCS,2021-08-27T07:20:00+00:00,2021-08-27T07:20:00+00:00
8/27/2021,2021-08-27T10:45:00+00:00,2021-08-27T10:45:00+00:00,Air China LTD,9111,CA9111,CCA9111,scheduled,Korla,KRL,ZWKL,NA,Shache Airport ,QSZ,ZWSC,2021-08-27T12:20:00+00:00,2021-08-27T12:20:00+00:00
8/27/2021,2021-08-27T09:15:00+00:00,2021-08-27T09:15:00+00:00,easyJet,2824,U22824,EZY2824,scheduled,Papola Casale,BDS,LIBR,NA,Milano Malpensa,MXP,LIMC,2021-08-27T10:55:00+00:00,2021-08-27T10:55:00+00:00
8/27/2021,2021-08-27T15:40:00+00:00,2021-08-27T15:40:00+00:00,China Eastern Airlines,4123,MU4123,CES4123,scheduled,Shache Airport ,QSZ,ZWSC,NA,Korla,KRL,ZWKL,2021-08-27T17:10:00+00:00,2021-08-27T17:10:00+00:00
8/27/2021,2021-08-27T07:50:00+00:00,2021-08-27T07:50:00+00:00,China Express Air,6459,G56459,HXA6459,active,Tongliao,TGO,ZBTL,NA,Hohhot,HET,ZBHH,2021-08-27T09:35:00+00:00,2021-08-27T09:35:00+00:00
8/27/2021,2021-08-27T08:05:00+00:00,2021-08-27T08:05:00+00:00,Shenzhen Airlines,9938,ZH9938,CSZ9938,landed,Nanchang,KHN,ZSCN,NA,Shenzhen,SZX,ZGSZ,2021-08-27T09:45:00+00:00,2021-08-27T09:45:00+00:00
8/27/2021,2021-08-27T08:05:00+00:00,2021-08-27T08:05:00+00:00,Shandong Airlines,9136,SC9136,CDG9136,landed,Nanchang,KHN,ZSCN,NA,Shenzhen,SZX,ZGSZ,2021-08-27T09:45:00+00:00,2021-08-27T09:45:00+00:00
8/27/2021,2021-08-27T08:05:00+00:00,2021-08-27T08:05:00+00:00,Kunming Airlines,9938,KY9938,KNA9938,landed,Nanchang,KHN,ZSCN,NA,Shenzhen,SZX,ZGSZ,2021-08-27T09:45:00+00:00,2021-08-27T09:45:00+00:00
8/27/2021,2021-08-27T08:05:00+00:00,2021-08-27T08:05:00+00:00,Juneyao Airlines,5300,HO5300,DKH5300,landed,Nanchang,KHN,ZSCN,NA,Shenzhen,SZX,ZGSZ,2021-08-27T09:45:00+00:00,2021-08-27T09:45:00+00:00
8/27/2021,2021-08-27T08:05:00+00:00,2021-08-27T08:05:00+00:00,Air China LTD,3398,CA3398,CCA3398,landed,Nanchang,KHN,ZSCN,NA,Shenzhen,SZX,ZGSZ,2021-08-27T09:45:00+00:00,2021-08-27T09:45:00+00:00
8/27/2021,2021-08-27T08:05:00+00:00,2021-08-27T08:05:00+00:00,Jiangxi Airlines,6677,RY6677,CJX6677,scheduled,Nanchang,KHN,ZSCN,NA,Shanghai Pudong International,PVG,ZSPD,2021-08-27T09:50:00+00:00,2021-08-27T09:50:00+00:00
8/27/2021,2021-08-27T08:05:00+00:00,2021-08-27T08:05:00+00:00,Xiamen Airlines,2029,MF2029,CXA2029,scheduled,Nanchang,KHN,ZSCN,NA,Shanghai Pudong International,PVG,ZSPD,2021-08-27T09:50:00+00:00,2021-08-27T09:50:00+00:00
8/27/2021,2021-08-27T07:55:00+00:00,2021-08-27T07:55:00+00:00,China Express Air,6945,G56945,HXA6945,scheduled,Nanchang,KHN,ZSCN,T2,Dalian,DLC,ZYTL,2021-08-27T10:05:00+00:00,2021-08-27T10:05:00+00:00
